"from","to","weight"
"Dhruv_Khattar","Vasudeva_Varma",2
"Dhruv_Khattar","Manish_Gupta_0001",2
"Vaibhav_Kumar","Vasudeva_Varma",2
"Vaibhav_Kumar","Manish_Gupta_0001",2
"Vasudeva_Varma","Manish_Gupta_0001",2
"Pooja_A","Naveen_Nair",1
"Pooja_A","Rajeev_Rastogi",1
"Naveen_Nair","Rajeev_Rastogi",1
"Yongfeng_Zhang","Xu_Chen_0017",1
"Yongfeng_Zhang","Qingyao_Ai",1
"Yongfeng_Zhang","Liu_Yang_0005",1
"Yongfeng_Zhang","W._Bruce_Croft",1
"Xu_Chen_0017","Qingyao_Ai",1
"Xu_Chen_0017","Liu_Yang_0005",1
"Xu_Chen_0017","W._Bruce_Croft",1
"Qingyao_Ai","Liu_Yang_0005",1
"Qingyao_Ai","W._Bruce_Croft",2
"Liu_Yang_0005","W._Bruce_Croft",1
"Ying_Lin","Zhengzhang_Chen",1
"Ying_Lin","Cheng_Cao",1
"Ying_Lin","Lu-An_Tang",1
"Ying_Lin","Kai_Zhang_0001",1
"Ying_Lin","Wei_Cheng_0002",1
"Ying_Lin","Zhichun_Li",1
"Zhengzhang_Chen","Kai_Zhang_0001",1
"Zhengzhang_Chen","Wei_Cheng_0002",1
"Cheng_Cao","Kai_Zhang_0001",1
"Cheng_Cao","Wei_Cheng_0002",1
"Lu-An_Tang","Kai_Zhang_0001",1
"Lu-An_Tang","Wei_Cheng_0002",1
"Kai_Zhang_0001","Zhichun_Li",1
"Wei_Cheng_0002","Zhichun_Li",1
"Shaoyun_Shi","Min_Zhang_0006",1
"Shaoyun_Shi","Yiqun_Liu_0001",1
"Shaoyun_Shi","Shaoping_Ma",1
"Min_Zhang_0006","Yiqun_Liu_0001",5
"Min_Zhang_0006","Shaoping_Ma",5
"Jiajing_Zhu","Yongguo_Liu",1
"Jiajing_Zhu","Shangming_Yang",1
"Jiajing_Zhu","Shuangqing_Zhai",1
"Jiajing_Zhu","Zhang_Yi_0001",1
"Jiajing_Zhu","Chuanbiao_Wen",1
"Yongguo_Liu","Shangming_Yang",1
"Yongguo_Liu","Shuangqing_Zhai",1
"Yongguo_Liu","Zhang_Yi_0001",1
"Yongguo_Liu","Chuanbiao_Wen",1
"Shangming_Yang","Shuangqing_Zhai",1
"Shangming_Yang","Zhang_Yi_0001",1
"Shangming_Yang","Chuanbiao_Wen",1
"Shuangqing_Zhai","Zhang_Yi_0001",1
"Shuangqing_Zhai","Chuanbiao_Wen",1
"Zhang_Yi_0001","Chuanbiao_Wen",1
"Renqin_Cai","Xueying_Bai",1
"Renqin_Cai","Zhenrui_Wang",1
"Renqin_Cai","Yuling_Shi",1
"Renqin_Cai","Parikshit_Sondhi",1
"Renqin_Cai","Hongning_Wang",1
"Xueying_Bai","Zhenrui_Wang",1
"Xueying_Bai","Yuling_Shi",1
"Xueying_Bai","Parikshit_Sondhi",1
"Xueying_Bai","Hongning_Wang",1
"Zhenrui_Wang","Yuling_Shi",1
"Zhenrui_Wang","Parikshit_Sondhi",1
"Zhenrui_Wang","Hongning_Wang",1
"Yuling_Shi","Parikshit_Sondhi",1
"Yuling_Shi","Hongning_Wang",1
"Parikshit_Sondhi","Hongning_Wang",1
"Mengting_Wan","Di_Wang",1
"Mengting_Wan","Jie_Liu_0001",1
"Mengting_Wan","Paul_Bennett",1
"Mengting_Wan","Julian_J._McAuley",2
"Di_Wang","Jie_Liu_0001",1
"Di_Wang","Paul_Bennett",1
"Di_Wang","Julian_J._McAuley",1
"Jie_Liu_0001","Paul_Bennett",1
"Jie_Liu_0001","Julian_J._McAuley",1
"Paul_Bennett","Julian_J._McAuley",1
"Noa_Avigdor-Elgrabli","Roei_Gelbhart",1
"Noa_Avigdor-Elgrabli","Irena_Grabovitch-Zuyev",1
